ObsID,src_counts,bkg_counts,net_counts,exposure_s,count_rate,flux_ergcm2s,fluence_ergcm2
{'28964'},0.0,9.0,-9.0,2730.8201558589935,-0.003295713187369896,-1.979899697312465e-14,-5.40675e-11
