objID,detectID,filterID,randomDetID,obsTime,ra,dec,raErr,decErr,extNSigma,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,apFlux,apFluxErr,apFillF,apRadius,sky,skyErr,infoFlag,infoFlag2,infoFlag3,kronFlux,kronFluxErr,kronRad
105602447161179868,166726001120001731,4,0.00950933248690267,55768.2601889,244.71609394,-1.99213397,0.0337723009288311,0.0337723009288311,0.5504869818687439,1.0863399505615234,3.1876399589236826e-05,1.9770400285779033e-06,0.9320279955863953,0.7989580035209656,-55.469200134277344,-0.16720600426197052,0.9978410005569458,0.9978410005569458,1.0635600090026855,0.5819849967956543,3.400299829081632e-05,9.333580237580463e-07,0.830590009689331,2.0473999977111816,3.9544098399346694e-05,4.333060132921673e-06,35651585,0,40929344,3.3939999411813915e-05,3.846860181511147e-06,1.9870699644088745
105602447161179868,166727150120001946,4,0.403756100129109,55768.2716822,244.71606914,-1.99212848,0.037988901138305664,0.037988901138305664,-0.18089400231838226,1.0839799642562866,2.940179911092855e-05,2.0512200080702314e-06,0.950698971748352,0.891864001750946,-77.5082015991211,-0.1986290067434311,0.999176025390625,0.999176025390625,1.0882500410079956,-0.8564509749412537,2.3198299459181726e-05,7.73427018430084e-07,0.8405370116233826,2.047410011291504,3.853060115943663e-05,4.250320216669934e-06,35651585,0,7374912,2.45277005888056e-05,2.980980070788064e-06,1.5504900217056274
105602447161179868,165831388210001694,5,0.154276569517587,55759.3140713,244.71606843,-1.99210481,0.07975590229034424,0.07975590229034424,-1.7089099884033203,1.0917600393295288,3.85628009098582e-05,5.647259968100116e-06,0.742313027381897,0.732994019985199,30.784799575805664,0.3382300138473511,0.9985659718513489,0.9985659718513489,1.0871000289916992,-0.08746670186519623,2.649469934112858e-05,1.321139961873996e-06,0.8315029740333557,1.7918000221252441,0.00019080100173596293,1.4006700439495035e-05,1109393409,0,34880,2.5588200514903292e-05,7.973670108185615e-06,1.2762800455093384
105602447161179868,165832564210001486,5,0.41062898506469,55759.3258296,244.71610033,-1.99215425,0.07048880308866501,0.07048880308866501,1.054260015487671,1.1047300100326538,4.647930109058507e-05,6.015940016368404e-06,0.8237289786338806,0.7692739963531494,-12.280599594116211,0.39042800664901733,0.9937300086021423,0.9937300086021423,1.1247700452804565,0.2917630076408386,3.823750012088567e-05,1.566319951962214e-06,0.8057219982147217,2.047689914703369,0.0001855449954746291,1.4000500414113048e-05,1109393409,0,34880,4.525170152192004e-05,8.680210157763213e-06,1.4028700590133667
105602447161179868,125037753040001999,3,0.793954755919012,55351.3778037,244.71610902,-1.9921342,0.03914390131831169,0.03914390131831169,-0.877597987651825,1.1100300550460815,1.5530500604654662e-05,1.1181799663972924e-06,1.0270700454711914,0.8965380191802979,-22.649499893188477,-0.052718501538038254,0.9972440004348755,0.9972440004348755,1.1460200548171997,-0.38016200065612793,1.5116999747988302e-05,4.3725799514504615e-07,0.8405370116233826,2.044219970703125,2.4986900825751945e-05,2.354099933654652e-06,35651585,0,7374912,1.3847000445821323e-05,1.8722599861575873e-06,1.8574600219726562
105602447161179868,125038945020001918,3,0.112578461982849,55351.3897265,244.71606987,-1.99213112,0.03694450110197067,0.03694450110197067,1.1482499837875366,1.0949100255966187,1.6240999684669077e-05,1.1036700016120449e-06,1.022860050201416,0.8248159885406494,-3.7849700450897217,0.09823700040578842,0.9967970252037048,0.9967970252037048,1.1314200162887573,0.25086501240730286,1.7892200048663653e-05,4.784359930454229e-07,0.830590009689331,2.044140100479126,2.3934799173730426e-05,2.3110799247660907e-06,35651585,0,7374912,1.680830064287875e-05,2.0613899778254563e-06,2.0658299922943115
105602447161179868,132925572660002153,4,0.00567565486363662,55430.2559073,244.71607307,-1.99211828,0.05040150135755539,0.05040150135755539,-2.0767300128936768,1.1664799451828003,3.985279909102246e-05,3.6927099245076533e-06,1.3620100021362305,0.9936720132827759,39.31700134277344,-0.3618389964103699,0.9991000294685364,0.9991000294685364,1.0546900033950806,-0.037826601415872574,2.871899960155133e-05,9.335170148006e-07,0.848825991153717,2.3008999824523926,0.00010244199802400544,6.979819772823248e-06,35651585,0,7342144,2.9256199923111126e-05,5.204460194363492e-06,1.654420018196106
105602447161179868,132926802660001016,5,0.5018133916909,55430.2682004,244.71605124,-1.99214581,0.10755100101232529,0.10755100101232529,-1.2014299631118774,1.207550048828125,4.996589996153489e-05,9.878400305751711e-06,1.1115000247955322,0.9583359956741333,62.21730041503906,0.27347901463508606,0.9974579811096191,0.9974579811096191,1.0421700477600098,-0.2295829951763153,4.96438005939126e-05,2.1332800770323956e-06,0.8684750199317932,2.301140069961548,0.000253673002589494,1.919289934448898e-05,35651585,0,7342144,3.5902499803341925e-05,1.4121899766905699e-05,1.6911900043487549
105602447161179868,115459983130001495,4,0.105520298802778,55255.6000123,244.71608683,-1.99212742,0.06644540280103683,0.06644540280103683,0.7951769828796387,1.2156399488449097,2.6144000003114343e-05,3.1846800538914977e-06,0.9401580095291138,0.8903369903564453,56.312599182128906,0.13070599734783173,0.9988579750061035,0.9988579750061035,1.0451300144195557,0.4265100061893463,3.381690112291835e-05,9.179170206152776e-07,0.8455110192298889,2.050960063934326,0.0001299339928664267,6.8958697738708e-06,35651585,0,7374912,3.0354900445672683e-05,6.34183015790768e-06,2.063999891281128
105602447161179868,115461052130001800,4,0.467677087958601,55255.6107017,244.71606967,-1.99215025,0.05825129896402359,0.05825129896402359,0.027723299339413643,1.1778500080108643,2.960520032502245e-05,3.1616000342182815e-06,0.9507449865341187,0.8788210153579712,39.71849822998047,0.26922300457954407,0.9966890215873718,0.9966890215873718,1.0891400575637817,0.977882981300354,2.9725200874963775e-05,8.61578996591561e-07,0.8455110192298889,2.050950050354004,0.00012294799671508372,6.734920134476852e-06,35651585,0,7374912,2.728239996940829e-05,5.458300165628316e-06,1.841539978981018
105602447161179868,122448966130002492,3,0.607096296369188,55325.4899272,244.71606273,-1.99215556,0.06434469670057297,0.06434469670057297,0.6173620223999023,1.0850000381469727,1.466350022383267e-05,1.7304899984083022e-06,1.2654399871826172,1.223230004310608,22.61210060119629,0.20698900520801544,0.9974920153617859,0.9974920153617859,1.08610999584198,0.5369960069656372,1.3353599570109509e-05,4.084099884948955e-07,0.8891630172729492,2.818850040435791,4.3763800931628793e-05,2.7903699901798973e-06,35651585,0,7374912,1.449209958082065e-05,2.7329999738867627e-06,2.220210075378418
105602447161179868,122450130220002411,3,0.537005018942994,55325.5015743,244.71604601,-1.99211972,0.08061540126800537,0.08061540126800537,-2.124340057373047,1.0915000438690186,1.1691599866026081e-05,1.7286699858232168e-06,1.1923199892044067,1.150979995727539,36.94609832763672,0.20240899920463562,0.9980300068855286,0.9980300068855286,1.137969970703125,-0.03364209830760956,9.121329640038311e-06,3.388599907339085e-07,0.8812710046768188,2.8188400268554688,4.83346993860323e-05,2.9028899461991386e-06,35651585,0,7374912,7.637830094608944e-06,2.591360043879831e-06,1.981119990348816
