ObsID,nH(10^22 cm^-2),Flux_absorbed,Flux_unabsorbed,Src_counts,Bkg_counts,Area_src_arcsec2,Area_bkg_arcsec2,lambda_bkg,s_ul_95,rate_ul_95,exposure_s,Flux_UL_abs,Flux_UL_unabs,flare_over_UL_abs,flare_over_UL_unabs
1463,0.048,0.0,0.0,,,,,,,,,,,,
18927,0.205,3.941985448837269e-15,5.715202856285835e-15,11.0,97.0,0.8203358152980204,613.1211427247117,0.1297827925657355,18.07773145833792,0.0004832530069154,37408.420019415,1.12e-14,1.541e-14,0.3519629865033275,0.37087623986280566
28964,0.0776,1.7463503981055532e-22,2.133554335244298e-22,11.0,51.0,24.34940395010165,2254.81825734108,0.5507404410143276,17.656773809889614,0.0014225965056476,12411.652734836,3.646e-14,4.331e-14,4.7897707024288355e-09,4.926239517996532e-09
29128,0.0295,9.279043024483825e-14,1.016622847782913e-13,27.0,19.0,2.416290016062864,1001.298423647342,0.0458499776100354,37.18831210204468,0.0039273970259664,9468.9464437056,1.085e-13,1.174e-13,0.8552113386621036,0.865947911229057
30892,0.0192,4.9413732687389465e-24,5.257864593215423e-24,23.0,52.0,72.7446586017445,3030.203089606429,1.2483395123796883,31.33704493940524,0.0021298711914522,14713.117424739,6.01e-14,6.34e-14,8.221918916370958e-11,8.293161818951771e-11
