ObsID,src_counts,bkg_counts,net_counts,exposure_s,count_rate,flux_ergcm2s,fluence_ergcm2
{'29128'},31.0,1.0,30.0,1108.7891215085983,0.027056542509347987,1.6254217912490806e-13,1.8022500000000004e-10
