ObsID,src_counts,bkg_counts,net_counts,exposure_s,count_rate,flux_ergcm2s,fluence_ergcm2
{'18927'},11.0,2.0,9.0,5861.187054395676,0.0015355251276702266,9.224667204478887e-15,5.40675e-11
