ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
2917,56.48175044941249,68.08209484751227,0.5683962152902942,0.01470643016669303,778.1402587890625,yes,yes,yes,no,yes,unknown,no,yes
2941,195.34158686896703,27.838036861150105,3.269232666037756,0.14638427532381013,15.170992851257324,yes,no,no,no,no,unknown,yes,no
4688,187.4415236255311,13.436048625469098,0.9110050532189478,0.21652072007590456,11.737154960632324,yes,no,no,no,no,unknown,yes,yes
4725,187.70175725845968,41.6011865411795,3.3678575041360648,0.15798589148910044,21.016752243041992,yes,no,no,no,yes,unknown,yes,no
4732,210.9000672269895,54.32358245314344,6.2450697613571124,0.1760552082974283,48.937767028808594,no,yes,yes,no,no,unknown,no,yes
5322,210.89992519383884,54.32349787019403,6.148064121294465,0.1967606776964503,40.61530303955078,no,yes,yes,no,no,unknown,no,yes
6114,210.80951097385773,54.301708508957844,1.2961092974083186,0.11073736348615046,17.075286865234375,no,yes,yes,no,no,unknown,no,yes
6170,210.9001250295599,54.323593543753525,3.0289735265107174,0.08684725709043109,42.5356559753418,no,yes,yes,no,no,unknown,no,yes
5944,148.92587555324997,69.0601164377255,0.9327026449637774,0.03855187784931914,104.80436706542969,no,yes,yes,no,no,unknown,no,yes
5945,148.85124413023323,69.16596931150437,6.604921745254308,0.1626203260623155,117.41912841796875,no,yes,yes,no,no,unknown,no,yes
5948,148.85119719992906,69.16595505426251,6.627020687318066,0.17602012062462702,111.99510955810547,no,yes,yes,no,no,unknown,no,yes
6097,148.95875340518464,69.67965431484784,3.699586462709031,0.005523742397806266,1982.944580078125,no,no,yes,no,no,unknown,no,no
7081,185.1231250539735,29.148762905342394,10.136700459944564,0.60626599715284,5.235555171966553,no,no,no,no,no,unknown,no,no
8176,138.25457678855327,52.99133097488879,0.3620811996745248,0.017024602914350227,864.4981079101562,yes,yes,no,no,no,unknown,yes,no
9540,148.8885159353138,69.06534929905835,10.316355421115135,0.0435185153332836,1165.875244140625,yes,yes,yes,no,no,unknown,no,yes
9546,211.2511887170916,53.65703928868163,0.3501744654639377,0.09968260300131332,16.005390167236328,no,unknown,no,no,no,unknown,no,yes
9548,170.07289345320842,12.971867701445301,1.27640297064111,0.04306636271082168,47.118431091308594,no,no,no,no,no,unknown,no,yes
9776,260.0914996631903,57.97406836808147,3.7722407129743316,0.02608756829757225,897.6610717773438,yes,yes,yes,no,yes,unknown,no,yes
10535,183.78847120351483,33.165401391183586,2.997077665224467,0.01253199412307986,1350.334228515625,yes,yes,no,no,no,unknown,yes,no
10542,149.2504615465696,69.57207389472374,9.856049920909843,0.161608296333219,118.72057342529297,yes,yes,yes,no,yes,unknown,yes,no
10544,148.95859917361088,69.67957624396895,2.4986329572841837,0.011644243751103704,735.6673583984375,no,no,no,no,no,unknown,no,yes
