ObsID,src_counts,bkg_counts,net_counts,exposure_s,count_rate,flux_ergcm2s,fluence_ergcm2
{'18927'},0.0,2.0,-2.0,5861.187054395676,-0.00034122780614893926,-2.049926045439753e-15,-1.2015000000000002e-11
